time,PT.Ox_Downstream.channel_id
2026-03-06 12:32:55.529724,7
2026-03-06 12:32:55.630906,7
2026-03-06 12:32:55.73221,7
2026-03-06 12:32:55.83338,7
2026-03-06 12:32:55.93472,7
2026-03-06 12:32:56.035503,7
2026-03-06 12:32:56.136881,7
2026-03-06 12:32:56.237124,7
2026-03-06 12:32:56.338248,7
2026-03-06 12:32:56.439453,7
2026-03-06 12:32:56.540274,7
2026-03-06 12:32:56.641505,7
2026-03-06 12:32:56.741989,7
2026-03-06 12:32:56.842916,7
2026-03-06 12:32:56.94331,7
2026-03-06 12:32:57.044518,7
2026-03-06 12:32:57.146076,7
2026-03-06 12:32:57.247341,7
2026-03-06 12:32:57.34864,7
2026-03-06 12:32:57.450022,7
2026-03-06 12:32:57.550568,7
2026-03-06 12:32:57.651747,7
2026-03-06 12:32:57.752743,7
2026-03-06 12:32:57.853852,7
2026-03-06 12:32:57.954301,7
2026-03-06 12:32:58.055663,7
2026-03-06 12:32:58.156871,7
2026-03-06 12:32:58.258247,7
2026-03-06 12:32:58.358965,7
2026-03-06 12:32:58.459901,7
2026-03-06 12:32:58.560866,7
2026-03-06 12:32:58.661788,7
2026-03-06 12:32:58.76235,7
2026-03-06 12:32:58.863364,7
2026-03-06 12:32:58.964197,7
2026-03-06 12:32:59.065661,7
2026-03-06 12:32:59.166375,7
2026-03-06 12:32:59.267421,7
2026-03-06 12:32:59.368658,7
2026-03-06 12:32:59.469503,7
2026-03-06 12:32:59.57006,7
2026-03-06 12:32:59.671245,7
2026-03-06 12:32:59.772117,7
2026-03-06 12:32:59.872585,7
2026-03-06 12:32:59.974067,7
2026-03-06 12:33:00.075226,7
2026-03-06 12:33:00.176422,7
2026-03-06 12:33:00.277413,7
2026-03-06 12:33:00.378505,7
2026-03-06 12:33:00.479725,7
2026-03-06 12:33:00.580919,7
2026-03-06 12:33:00.682776,7
2026-03-06 12:33:00.784166,7
2026-03-06 12:33:00.885488,7
2026-03-06 12:33:00.986727,7
2026-03-06 12:33:01.087835,7
2026-03-06 12:33:01.188349,7
2026-03-06 12:33:01.289658,7
2026-03-06 12:33:01.391399,7
2026-03-06 12:33:01.492098,7
2026-03-06 12:33:01.592982,7
2026-03-06 12:33:01.693997,7
2026-03-06 12:33:01.794934,7
2026-03-06 12:33:01.895698,7
2026-03-06 12:33:01.996556,7
2026-03-06 12:33:02.097321,7
2026-03-06 12:33:02.198716,7
2026-03-06 12:33:02.299631,7
