time,ACT.GSE_LOX_Fill_Vent.timestamp_ns
2026-03-06 21:15:55.112871,1772831755112668968
2026-03-06 21:15:55.158856,1772831755158716337
2026-03-06 21:15:55.15889,1772831755158716337
2026-03-06 21:15:55.214651,1772831755214561197
2026-03-06 21:15:55.214668,1772831755214561197
2026-03-06 21:15:55.261279,1772831755261034943
2026-03-06 21:15:55.261301,1772831755261034943
2026-03-06 21:15:55.316391,1772831755316324830
2026-03-06 21:15:55.316406,1772831755316324830
2026-03-06 21:15:55.363001,1772831755362865904
2026-03-06 21:15:55.363027,1772831755362865904
2026-03-06 21:15:55.418868,1772831755418736939
2026-03-06 21:15:55.418884,1772831755418736939
2026-03-06 21:15:55.465505,1772831755465361610
2026-03-06 21:15:55.465548,1772831755465361610
2026-03-06 21:15:55.520781,1772831755520670020
2026-03-06 21:15:55.520791,1772831755520670020
2026-03-06 21:15:55.567092,1772831755566960249
2026-03-06 21:15:55.567141,1772831755566960249
2026-03-06 21:15:55.622878,1772831755622715606
2026-03-06 21:15:55.622891,1772831755622715606
2026-03-06 21:15:55.670128,1772831755668768129
2026-03-06 21:15:55.670169,1772831755668768129
2026-03-06 21:15:55.724747,1772831755724608655
2026-03-06 21:15:55.724762,1772831755724608655
2026-03-06 21:15:55.772193,1772831755771190860
2026-03-06 21:15:55.772225,1772831755771190860
2026-03-06 21:15:55.82667,1772831755826455281
2026-03-06 21:15:55.82671,1772831755826455281
2026-03-06 21:15:55.873365,1772831755873219830
2026-03-06 21:15:55.873395,1772831755873219830
2026-03-06 21:15:55.928514,1772831755928342756
2026-03-06 21:15:55.928545,1772831755928342756
2026-03-06 21:15:55.975176,1772831755974950675
2026-03-06 21:15:55.97522,1772831755974950675
2026-03-06 21:15:56.030802,1772831756030627407
2026-03-06 21:15:56.030835,1772831756030627407
2026-03-06 21:15:56.076903,1772831756076755301
2026-03-06 21:15:56.076929,1772831756076755301
2026-03-06 21:15:56.13304,1772831756132885372
2026-03-06 21:15:56.133056,1772831756132885372
2026-03-06 21:15:56.179377,1772831756179237940
2026-03-06 21:15:56.179391,1772831756179237940
2026-03-06 21:15:56.234768,1772831756234573443
2026-03-06 21:15:56.234785,1772831756234573443
2026-03-06 21:15:56.280945,1772831756280769700
2026-03-06 21:15:56.280962,1772831756280769700
2026-03-06 21:15:56.336438,1772831756336298610
2026-03-06 21:15:56.336457,1772831756336298610
2026-03-06 21:15:56.383428,1772831756383178890
2026-03-06 21:15:56.383459,1772831756383178890
2026-03-06 21:15:56.438438,1772831756438346454
2026-03-06 21:15:56.43845,1772831756438346454
2026-03-06 21:15:56.485189,1772831756484993387
2026-03-06 21:15:56.485222,1772831756484993387
2026-03-06 21:15:56.540874,1772831756540647557
2026-03-06 21:15:56.540907,1772831756540647557
2026-03-06 21:15:56.587413,1772831756587245176
