# Time (s),Altitude (ft),Vertical velocity (ft/s),Vertical acceleration (G),Total velocity (ft/s),Total acceleration (G),Position East of launch (ft),Position North of launch (ft),Lateral distance (ft),Lateral direction (°),Lateral velocity (ft/s),Lateral acceleration (G),Latitude (°),Longitude (°),Gravitational acceleration (G),Angle of attack (°),Roll rate (r/s),Pitch rate (r/s),Yaw rate (r/s),Mass (lb),Motor mass (lb),Longitudinal moment of inertia (lb·ft²),Rotational moment of inertia (lb·ft²),CP location (in),CG location (in),Stability margin calibers (​),Mach number (​),Reynolds number (​),Thrust (N),Drag force (N),Drag coefficient (​),Axial drag coefficient (​),Friction drag coefficient (​),Pressure drag coefficient (​),Base drag coefficient (​),Normal force coefficient (​),Pitch moment coefficient (​),Yaw moment coefficient (​),Side force coefficient (​),Roll moment coefficient (​),Roll forcing coefficient (​),Roll damping coefficient (​),Pitch damping coefficient (​),Coriolis acceleration (G),Reference length (in),Reference area (in²),Vertical orientation (zenith) (°),Lateral orientation (azimuth) (°),Wind velocity (ft/s),Air temperature (°F),Air pressure (mbar),Speed of sound (ft/s),Simulation time step (s),Computation time (s)
0.132,1.665,25.087,5.815,25.148,5.829,0.116,0,0.116,0,1.754,0.407,35.347,-117.809,0.999,47.924,0,0,0,254.618,68.808,11012.961,12.6,NaN,164.32,NaN,0.035,4570536.646,7731.657,0.987,1.175,0.664,0.782,0.354,0.039,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,6.17,29.899,86,0,30.267,103.401,900.223,1165.804,0.002,0.124
0.134,1.715,25.461,5.812,25.523,5.826,0.12,0,0.12,0,1.78,0.406,35.347,-117.809,0.999,47.69,0,0,0,254.591,68.782,11012.379,12.599,NaN,164.316,NaN,0.035,4614656.012,7727.713,1.018,1.173,0.672,0.78,0.354,0.039,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,6.17,29.899,86,0,30.446,103.401,900.222,1165.804,0.002,0.125
0.136,1.766,25.834,5.809,25.898,5.824,0.124,0,0.124,0,1.807,0.406,35.347,-117.809,0.999,47.46,0,0,0,254.565,68.756,11011.797,12.598,NaN,164.313,NaN,0.036,4658837.049,7723.768,1.048,1.172,0.679,0.779,0.354,0.039,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,6.17,29.899,86,0,30.626,103.4,900.22,1165.804,0.002,0.127
0.138,1.818,26.208,5.807,26.272,5.821,0.127,0,0.127,0,1.833,0.406,35.347,-117.809,0.999,47.235,0,0,0,254.539,68.729,11011.214,12.598,NaN,164.309,NaN,0.036,4703077.447,7719.824,1.079,1.17,0.686,0.778,0.353,0.039,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,6.17,29.899,86,0,30.805,103.4,900.219,1165.804,0.002,0.128
0.14,1.871,26.581,5.804,26.646,5.818,0.131,0,0.131,0,1.859,0.406,35.347,-117.809,0.999,47.015,0,0,0,254.512,68.703,11010.632,12.597,NaN,164.306,NaN,0.036,4747374.982,7715.88,1.111,1.169,0.693,0.776,0.353,0.039,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,6.17,29.899,86,0,30.984,103.4,900.218,1165.803,0.002,0.129
0.142,1.925,26.955,5.801,27.021,5.815,0.135,0,0.135,0,1.885,0.406,35.347,-117.809,0.999,46.799,0,0,0,254.486,68.677,11010.05,12.596,NaN,164.302,NaN,0.037,4791727.506,7711.936,1.143,1.167,0.699,0.775,0.352,0.039,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,6.17,29.899,86,0,31.163,103.4,900.217,1165.803,0.002,0.131
0.144,1.979,27.328,5.798,27.395,5.812,0.138,0,0.138,0,1.911,0.405,35.347,-117.809,0.999,46.587,0,0,0,254.46,68.65,11009.468,12.596,NaN,164.299,NaN,0.037,4836132.952,7707.992,1.175,1.165,0.706,0.774,0.352,0.039,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,6.17,29.899,86,0,31.343,103.4,900.216,1165.803,0.002,0.133
0.146,2.034,27.701,5.795,27.768,5.81,0.142,0,0.142,0,1.937,0.405,35.347,-117.809,0.999,46.379,0,0,0,254.434,68.624,11008.886,12.595,NaN,164.295,NaN,0.037,4880589.323,7704.047,1.208,1.164,0.712,0.773,0.352,0.039,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,6.17,29.899,86,0,31.522,103.399,900.215,1165.803,0.002,0.136
0.148,2.09,28.073,5.793,28.142,5.807,0.146,0,0.146,0,1.963,0.405,35.347,-117.809,0.999,46.175,0,0,0,254.407,68.598,11008.303,12.594,NaN,164.292,NaN,0.038,4925094.695,7700.103,1.241,1.162,0.719,0.772,0.351,0.039,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,6.17,29.899,86,0,31.701,103.399,900.213,1165.803,0.002,0.138
0.15,2.146,28.446,5.79,28.515,5.804,0.15,0,0.15,0,1.989,0.405,35.347,-117.809,0.999,45.974,0,0,0,254.381,68.572,11007.721,12.594,NaN,164.288,NaN,0.038,4969647.209,7696.159,1.274,1.161,0.725,0.77,0.351,0.039,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,6.17,29.899,86,0,31.881,103.399,900.212,1165.802,0.002,0.14
0.152,2.204,28.818,5.787,28.889,5.801,0.154,0,0.154,0,2.015,0.405,35.347,-117.809,0.999,45.61,0,0,0,254.355,68.545,11007.143,12.593,NaN,164.285,NaN,0.038,4996960.504,7692.23,1.31,1.16,0.737,0.77,0.351,0.039,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,6.17,29.899,86,0,31.858,103.399,900.211,1165.802,0.002,0.143
0.154,2.262,29.191,5.784,29.262,5.798,0.158,0,0.158,0,2.041,0.404,35.347,-117.809,0.999,45.25,0,0,0,254.329,68.519,11006.568,12.592,NaN,164.282,NaN,0.038,5024459.558,7688.361,1.347,1.159,0.75,0.769,0.351,0.039,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,6.17,29.899,86,0,31.836,103.399,900.209,1165.802,0.002,0.145
0.156,2.32,29.563,5.781,29.635,5.796,0.162,0,0.162,0,2.067,0.404,35.347,-117.809,0.999,44.894,0,0,0,254.303,68.494,11005.993,12.592,NaN,164.278,NaN,0.039,5052140.868,7684.497,1.384,1.158,0.762,0.768,0.35,0.039,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,6.17,29.899,86,0,31.813,103.398,900.208,1165.802,0.002,0.148
0.158,2.38,29.934,5.779,30.007,5.793,0.166,0,0.166,0,2.093,0.404,35.347,-117.809,0.999,44.541,0,0,0,254.277,68.468,11005.418,12.591,NaN,164.275,NaN,0.039,5080000.953,7680.633,1.422,1.157,0.774,0.767,0.35,0.039,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,6.17,29.899,86,0,31.791,103.398,900.207,1165.801,0.002,0.151
0.16,2.44,30.306,5.776,30.38,5.79,0.171,0,0.171,0,2.119,0.404,35.347,-117.809,0.999,44.193,0,0,0,254.251,68.442,11004.843,12.591,NaN,164.271,NaN,0.039,5108036.391,7676.77,1.46,1.156,0.786,0.767,0.35,0.039,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,6.17,29.899,86,0,31.768,103.398,900.205,1165.801,0.002,0.153
0.162,2.501,30.677,5.773,30.752,5.787,0.175,0,0.175,0,2.145,0.404,35.347,-117.809,0.999,43.849,0,0,0,254.225,68.416,11004.267,12.59,NaN,164.268,NaN,0.039,5136243.818,7672.906,1.498,1.155,0.798,0.766,0.35,0.039,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,6.17,29.899,86,0,31.746,103.398,900.204,1165.801,0.002,0.154
0.164,2.563,31.049,5.77,31.125,5.785,0.179,0,0.179,0,2.171,0.404,35.347,-117.809,0.999,43.509,0,0,0,254.199,68.39,11003.692,12.589,NaN,164.265,NaN,0.039,5164619.926,7669.042,1.537,1.154,0.81,0.765,0.349,0.039,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,6.17,29.899,86,0,31.723,103.397,900.203,1165.801,0.002,0.156
0.166,2.625,31.42,5.768,31.497,5.782,0.184,0,0.184,0,2.197,0.403,35.347,-117.809,0.999,43.173,0,0,0,254.173,68.364,11003.117,12.589,NaN,164.261,NaN,0.04,5193161.463,7665.178,1.576,1.153,0.821,0.765,0.349,0.039,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,6.17,29.899,86,0,31.701,103.397,900.201,1165.8,0.002,0.157
0.168,2.689,31.791,5.765,31.868,5.779,0.188,0,0.188,0,2.223,0.403,35.347,-117.809,0.999,42.84,0,0,0,254.147,68.338,11002.541,12.588,NaN,164.258,NaN,0.04,5221865.229,7661.314,1.616,1.152,0.833,0.764,0.349,0.039,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,6.17,29.899,86,0,31.679,103.397,900.2,1165.8,0.002,0.158
0.17,2.753,32.162,5.762,32.24,5.776,0.192,0,0.192,0,2.249,0.403,35.347,-117.809,0.999,42.512,0,0,0,254.121,68.312,11001.966,12.587,NaN,164.254,NaN,0.04,5250728.084,7657.451,1.656,1.151,0.844,0.763,0.349,0.039,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,6.17,29.899,86,0,31.656,103.397,900.199,1165.8,0.002,0.16
0.172,2.817,32.532,5.759,32.612,5.773,0.197,0,0.197,0,2.275,0.403,35.347,-117.809,0.999,42.187,0,0,0,254.095,68.286,11001.391,12.587,NaN,164.251,NaN,0.04,5279746.937,7653.587,1.696,1.15,0.855,0.762,0.349,0.039,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,6.17,29.899,86,0,31.634,103.396,900.197,1165.799,0.002,0.161
0.174,2.883,32.903,5.757,32.983,5.771,0.202,0,0.202,0,2.301,0.403,35.347,-117.809,0.999,41.866,0,0,0,254.069,68.26,11000.815,12.586,NaN,164.247,NaN,0.041,5308918.754,7649.723,1.737,1.149,0.866,0.762,0.348,0.039,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,6.17,29.899,86,0,31.611,103.396,900.196,1165.799,0.002,0.162
0.176,2.949,33.273,5.754,33.354,5.768,0.206,0,0.206,0,2.327,0.402,35.347,-117.809,0.999,41.548,0,0,0,254.043,68.234,11000.24,12.585,NaN,164.244,NaN,0.041,5338240.552,7645.859,1.778,1.148,0.877,0.761,0.348,0.039,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,6.17,29.899,86,0,31.589,103.396,900.194,1165.799,0.002,0.163
0.178,3.016,33.643,5.751,33.725,5.765,0.211,0,0.211,0,2.353,0.402,35.347,-117.809,0.999,41.234,0,0,0,254.017,68.208,10999.664,12.585,NaN,164.241,NaN,0.041,5367709.403,7641.995,1.82,1.147,0.888,0.76,0.348,0.039,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,6.17,29.899,86,0,31.566,103.396,900.193,1165.799,0.002,0.165
0.18,3.083,34.013,5.748,34.096,5.762,0.216,0,0.216,0,2.378,0.402,35.347,-117.809,0.999,40.924,0,0,0,253.991,68.182,10999.088,12.584,NaN,164.237,NaN,0.041,5397322.427,7638.132,1.862,1.147,0.898,0.76,0.348,0.039,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,6.17,29.899,86,0,31.544,103.395,900.191,1165.798,0.002,0.166
0.182,3.152,34.382,5.746,34.466,5.76,0.22,0,0.22,0,2.404,0.402,35.347,-117.809,0.999,40.617,0,0,0,253.965,68.156,10998.513,12.583,NaN,164.234,NaN,0.041,5427076.799,7634.268,1.904,1.146,0.909,0.759,0.348,0.039,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,6.17,29.899,86,0,31.521,103.395,900.19,1165.798,0.002,0.168
0.184,3.221,34.752,5.743,34.837,5.757,0.225,0,0.225,0,2.43,0.402,35.347,-117.809,0.999,40.314,0,0,0,253.939,68.13,10997.937,12.583,NaN,164.23,NaN,0.042,5456969.742,7630.404,1.947,1.145,0.919,0.758,0.347,0.039,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,6.17,29.899,86,0,31.499,103.395,900.188,1165.798,0.002,0.17
0.186,3.291,35.121,5.74,35.207,5.754,0.23,0,0.23,0,2.456,0.401,35.347,-117.809,0.999,40.014,0,0,0,253.913,68.104,10997.361,12.582,NaN,164.227,NaN,0.042,5486998.53,7626.54,1.99,1.144,0.929,0.757,0.347,0.039,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,6.17,29.899,86,0,31.477,103.395,900.187,1165.797,0.002,0.172
0.188,3.361,35.49,5.737,35.577,5.751,0.235,0,0.235,0,2.482,0.401,35.347,-117.809,0.999,39.717,0,0,0,253.887,68.078,10996.785,12.581,NaN,164.223,NaN,0.042,5517160.486,7622.676,2.034,1.143,0.939,0.757,0.347,0.039,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,6.17,29.899,86,0,31.454,103.394,900.185,1165.797,0.002,0.174
0.19,3.433,35.859,5.735,35.947,5.749,0.24,0,0.24,0,2.508,0.401,35.347,-117.809,0.999,39.424,0,0,0,253.862,68.052,10996.21,12.581,NaN,164.22,NaN,0.042,5547452.981,7618.812,2.077,1.142,0.949,0.756,0.347,0.039,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,6.17,29.899,86,0,31.432,103.394,900.183,1165.797,0.002,0.175
0.192,3.505,36.228,5.732,36.317,5.746,0.245,0,0.245,0,2.533,0.401,35.347,-117.809,0.999,39.134,0,0,0,253.836,68.026,10995.634,12.58,NaN,164.217,NaN,0.043,5577873.435,7614.949,2.122,1.141,0.958,0.755,0.346,0.039,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,6.17,29.899,86,0,31.409,103.394,900.182,1165.797,0.002,0.176
0.194,3.578,36.597,5.729,36.686,5.743,0.25,0,0.25,0,2.559,0.401,35.347,-117.809,0.999,38.848,0,0,0,253.81,68,10995.058,12.58,NaN,164.213,NaN,0.043,5608419.313,7611.085,2.166,1.14,0.968,0.755,0.346,0.039,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,6.17,29.899,86,0,31.387,103.393,900.18,1165.796,0.002,0.178
0.196,3.651,36.965,5.726,37.056,5.74,0.255,0,0.255,0,2.585,0.4,35.347,-117.809,0.999,38.564,0,0,0,253.784,67.974,10994.482,12.579,NaN,164.21,NaN,0.043,5639088.13,7607.221,2.211,1.139,0.977,0.754,0.346,0.039,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,6.17,29.899,86,0,31.364,103.393,900.179,1165.796,0.002,0.179
0.198,3.726,37.334,5.724,37.425,5.737,0.261,0,0.261,0,2.611,0.4,35.347,-117.809,0.999,38.284,0,0,0,253.758,67.948,10993.906,12.578,NaN,164.206,NaN,0.043,5669877.442,7603.357,2.256,1.138,0.986,0.753,0.346,0.039,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,6.17,29.899,86,0,31.342,103.393,900.177,1165.796,0.002,0.181
0.2,3.801,37.702,5.721,37.794,5.735,0.266,0,0.266,0,2.636,0.4,35.347,-117.809,0.999,38.008,0,0,0,253.732,67.922,10993.33,12.578,NaN,164.203,NaN,0.044,5700784.855,7599.493,2.302,1.137,0.995,0.753,0.346,0.039,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,6.17,29.899,86,0,31.319,103.393,900.175,1165.795,0.002,0.182
0.202,3.876,38.07,5.718,38.163,5.732,0.271,0,0.271,0,2.662,0.4,35.347,-117.809,0.999,37.741,0,0,0,253.706,67.896,10992.758,12.577,NaN,164.199,NaN,0.044,5732448.05,7595.639,2.348,1.137,1.004,0.752,0.345,0.039,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,6.17,29.899,86,0,31.305,103.392,900.174,1165.795,0.002,0.184
0.204,3.953,38.437,5.715,38.531,5.729,0.276,0,0.276,0,2.688,0.4,35.347,-117.809,0.999,37.477,0,0,0,253.68,67.871,10992.189,12.576,NaN,164.196,NaN,0.044,5764218.247,7591.841,2.394,1.136,1.013,0.751,0.345,0.039,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,6.17,29.899,86,0,31.292,103.392,900.172,1165.795,0.002,0.185
0.206,4.03,38.805,5.713,38.9,5.727,0.282,0,0.282,0,2.714,0.399,35.347,-117.809,0.999,37.217,0,0,0,253.655,67.845,10991.62,12.576,NaN,164.193,NaN,0.044,5796093.331,7588.052,2.441,1.135,1.021,0.75,0.345,0.039,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,6.17,29.899,86,0,31.278,103.392,900.17,1165.794,0.002,0.187
0.208,4.108,39.172,5.71,39.268,5.724,0.287,0,0.287,0,2.739,0.399,35.347,-117.809,0.999,36.959,0,0,0,253.629,67.82,10991.051,12.575,NaN,164.189,NaN,0.044,5828071.147,7584.264,2.488,1.134,1.029,0.75,0.345,0.039,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,6.17,29.899,86,0,31.264,103.391,900.168,1165.794,0.002,0.188
0.21,4.187,39.54,5.707,39.636,5.721,0.293,0,0.293,0,2.765,0.399,35.347,-117.809,0.999,36.704,0,0,0,253.603,67.794,10990.482,12.574,NaN,164.186,NaN,0.045,5860149.59,7580.475,2.535,1.133,1.037,0.749,0.345,0.039,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,6.17,29.899,86,0,31.25,103.391,900.167,1165.794,0.002,0.189
0.212,4.266,39.907,5.704,40.004,5.718,0.298,0,0.298,0,2.791,0.399,35.347,-117.809,0.999,36.453,0,0,0,253.578,67.768,10989.913,12.574,NaN,164.182,NaN,0.045,5892326.594,7576.687,2.582,1.132,1.045,0.748,0.344,0.039,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,6.17,29.899,86,0,31.236,103.391,900.165,1165.793,0.002,0.19
0.214,4.346,40.274,5.702,40.372,5.716,0.304,0,0.304,0,2.816,0.399,35.347,-117.809,0.999,36.204,0,0,0,253.552,67.743,10989.344,12.573,NaN,164.179,NaN,0.045,5924600.136,7572.898,2.63,1.131,1.053,0.748,0.344,0.039,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,6.17,29.899,86,0,31.222,103.391,900.163,1165.793,0.002,0.192
0.216,4.427,40.64,5.699,40.739,5.713,0.31,0,0.31,0,2.842,0.399,35.347,-117.809,0.999,35.958,0,0,0,253.526,67.717,10988.775,12.572,NaN,164.176,NaN,0.045,5956968.229,7569.109,2.678,1.13,1.061,0.747,0.344,0.039,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,6.17,29.899,86,0,31.208,103.39,900.161,1165.793,0.002,0.193
0.218,4.509,41.007,5.696,41.107,5.71,0.315,0,0.315,0,2.867,0.398,35.347,-117.809,0.999,35.714,0,0,0,253.501,67.691,10988.205,12.572,NaN,164.172,NaN,0.046,5989428.926,7565.321,2.727,1.129,1.068,0.746,0.344,0.039,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,6.17,29.899,86,0,31.194,103.39,900.16,1165.792,0.002,0.194
0.22,4.591,41.373,5.694,41.474,5.707,0.321,0,0.321,0,2.893,0.398,35.347,-117.809,0.999,35.474,0,0,0,253.475,67.666,10987.636,12.571,NaN,164.169,NaN,0.046,6021980.317,7561.532,2.775,1.129,1.076,0.746,0.344,0.039,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,6.17,29.899,86,0,31.18,103.39,900.158,1165.792,0.002,0.195
0.222,4.674,41.739,5.691,41.841,5.705,0.327,0,0.327,0,2.919,0.398,35.347,-117.809,0.999,35.236,0,0,0,253.449,67.64,10987.067,12.571,NaN,164.165,NaN,0.046,6054620.529,7557.744,2.825,1.128,1.083,0.745,0.344,0.039,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,6.17,29.899,86,0,31.167,103.389,900.156,1165.792,0.002,0.197
0.224,4.758,42.105,5.688,42.208,5.702,0.333,0,0.333,0,2.944,0.398,35.347,-117.809,0.999,35.001,0,0,0,253.424,67.614,10986.498,12.57,NaN,164.162,NaN,0.046,6087347.727,7553.955,2.874,1.127,1.09,0.744,0.343,0.039,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,6.17,29.899,86,0,31.153,103.389,900.154,1165.791,0.002,0.198
0.226,4.843,42.471,5.685,42.575,5.699,0.339,0,0.339,0,2.97,0.398,35.347,-117.809,0.999,34.768,0,0,0,253.398,67.589,10985.928,12.569,NaN,164.159,NaN,0.047,6120160.109,7550.166,2.924,1.126,1.097,0.744,0.343,0.039,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,6.17,29.899,86,0,31.139,103.389,900.152,1165.791,0.002,0.199
0.228,4.928,42.837,5.683,42.941,5.697,0.345,0,0.345,0,2.995,0.397,35.347,-117.809,0.999,34.538,0,0,0,253.373,67.563,10985.359,12.569,NaN,164.155,NaN,0.047,6153055.909,7546.378,2.974,1.125,1.104,0.743,0.343,0.039,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,6.17,29.899,86,0,31.125,103.388,900.15,1165.791,0.002,0.2
0.23,5.014,43.202,5.68,43.308,5.694,0.351,0,0.351,0,3.021,0.397,35.347,-117.809,0.999,34.311,0,0,0,253.347,67.537,10984.79,12.568,NaN,164.152,NaN,0.047,6186033.395,7542.589,3.024,1.124,1.11,0.742,0.343,0.039,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,6.17,29.899,86,0,31.111,103.388,900.148,1165.79,0.002,0.202
0.232,5.101,43.568,5.677,43.674,5.691,0.357,0,0.357,0,3.047,0.397,35.347,-117.809,0.999,34.086,0,0,0,253.321,67.512,10984.22,12.567,NaN,164.148,NaN,0.047,6219090.869,7538.801,3.074,1.123,1.117,0.742,0.343,0.039,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,6.17,29.899,86,0,31.097,103.388,900.146,1165.79,0.002,0.203
0.234,5.188,43.933,5.674,44.04,5.688,0.363,0,0.363,0,3.072,0.397,35.347,-117.809,0.999,33.863,0,0,0,253.296,67.486,10983.651,12.567,NaN,164.145,NaN,0.048,6252226.665,7535.012,3.125,1.123,1.124,0.741,0.342,0.039,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,6.17,29.899,86,0,31.083,103.387,900.144,1165.789,0.002,0.204
0.236,5.277,44.298,5.672,44.406,5.686,0.369,0,0.369,0,3.098,0.397,35.347,-117.809,0.999,33.643,0,0,0,253.27,67.461,10983.081,12.566,NaN,164.142,NaN,0.048,6285439.149,7531.224,3.176,1.122,1.13,0.74,0.342,0.039,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,6.17,29.899,86,0,31.069,103.387,900.142,1165.789,0.002,0.206
0.238,5.366,44.662,5.669,44.771,5.683,0.375,0,0.375,0,3.123,0.396,35.347,-117.809,0.999,33.426,0,0,0,253.244,67.435,10982.512,12.565,NaN,164.138,NaN,0.048,6318726.721,7527.435,3.228,1.121,1.136,0.74,0.342,0.039,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,6.17,29.899,86,0,31.055,103.387,900.141,1165.789,0.002,0.207
0.24,5.455,45.027,5.666,45.137,5.68,0.381,0,0.381,0,3.149,0.396,35.347,-117.809,0.999,33.21,0,0,0,253.219,67.409,10981.942,12.565,NaN,164.135,NaN,0.048,6352087.808,7523.646,3.279,1.12,1.142,0.739,0.342,0.039,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,6.17,29.899,86,0,31.042,103.386,900.139,1165.788,0.002,0.208
0.242,5.546,45.391,5.664,45.502,5.677,0.388,0,0.388,0,3.174,0.396,35.347,-117.809,0.999,32.997,0,0,0,253.193,67.384,10981.373,12.564,NaN,164.131,NaN,0.049,6385520.871,7519.858,3.331,1.119,1.148,0.738,0.342,0.039,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,6.17,29.899,86,0,31.028,103.386,900.137,1165.788,0.002,0.209
0.244,5.637,45.756,5.661,45.867,5.675,0.394,0,0.394,0,3.2,0.396,35.347,-117.809,0.999,32.787,0,0,0,253.167,67.358,10980.803,12.564,NaN,164.128,NaN,0.049,6419024.398,7516.069,3.384,1.118,1.154,0.738,0.342,0.039,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,6.17,29.899,86,0,31.014,103.386,900.134,1165.788,0.002,0.21
0.246,5.729,46.12,5.658,46.232,5.672,0.401,0,0.401,0,3.225,0.396,35.347,-117.809,0.999,32.579,0,0,0,253.142,67.332,10980.233,12.563,NaN,164.125,NaN,0.049,6452596.907,7512.281,3.436,1.118,1.16,0.737,0.341,0.039,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,6.17,29.899,86,0,31,103.385,900.132,1165.787,0.002,0.212
0.248,5.821,46.484,5.655,46.597,5.669,0.407,0,0.407,0,3.25,0.395,35.347,-117.809,0.999,32.373,0,0,0,253.116,67.307,10979.663,12.562,NaN,164.121,NaN,0.05,6486236.945,7508.492,3.489,1.117,1.165,0.736,0.341,0.039,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,6.17,29.899,86,0,30.986,103.385,900.13,1165.787,0.002,0.213
0.25,5.915,46.847,5.653,46.962,5.666,0.414,0,0.414,0,3.276,0.395,35.347,-117.809,0.999,32.169,0,0,0,253.091,67.281,10979.094,12.562,NaN,164.118,NaN,0.05,6519943.087,7504.704,3.542,1.116,1.171,0.736,0.341,0.039,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,6.17,29.899,86,0,30.972,103.385,900.128,1165.786,0.002,0.214
0.252,6.009,47.211,5.65,47.326,5.664,0.42,0,0.42,0,3.301,0.395,35.347,-117.809,0.999,31.924,0,0,0,253.065,67.256,10978.526,12.561,NaN,164.114,NaN,0.05,6550097.008,7500.921,3.596,1.115,1.178,0.735,0.341,0.039,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,6.17,29.899,86,0,30.903,103.384,900.126,1165.786,0.002,0.215
0.254,6.104,47.574,5.647,47.69,5.661,0.427,0,0.427,0,3.327,0.395,35.347,-117.809,0.999,31.681,0,0,0,253.04,67.23,10977.964,12.56,NaN,164.111,NaN,0.05,6580353.162,7497.202,3.65,1.115,1.184,0.735,0.341,0.039,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,6.17,29.899,86,0,30.835,103.384,900.124,1165.786,0.002,0.217
0.256,6.199,47.937,5.645,48.054,5.658,0.433,0,0.433,0,3.352,0.395,35.347,-117.809,0.999,31.44,0,0,0,253.014,67.205,10977.401,12.56,NaN,164.108,NaN,0.05,6610709.874,7493.5,3.704,1.114,1.191,0.734,0.341,0.039,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,6.17,29.899,86,0,30.766,103.383,900.122,1165.785,0.002,0.219
0.258,6.295,48.3,5.642,48.418,5.656,0.44,0,0.44,0,3.377,0.395,35.347,-117.809,0.999,31.202,0,0,0,252.989,67.18,10976.838,12.559,NaN,164.104,NaN,0.051,6641165.402,7489.797,3.758,1.113,1.197,0.733,0.34,0.039,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,6.17,29.899,86,0,30.697,103.383,900.12,1165.785,0.002,0.22
0.26,6.392,48.663,5.639,48.782,5.653,0.447,0,0.447,0,3.403,0.394,35.347,-117.809,0.999,30.966,0,0,0,252.964,67.154,10976.275,12.558,NaN,164.101,NaN,0.051,6671718.035,7486.095,3.813,1.112,1.204,0.733,0.34,0.039,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,6.17,29.899,86,0,30.628,103.383,900.118,1165.784,0.002,0.221
