# Time (s),Altitude (ft),Vertical velocity (ft/s),Vertical acceleration (G),Total velocity (ft/s),Total acceleration (G),Position East of launch (ft),Position North of launch (ft),Lateral distance (ft),Lateral direction (°),Lateral velocity (ft/s),Lateral acceleration (G),Latitude (°),Longitude (°),Gravitational acceleration (G),Angle of attack (°),Roll rate (r/s),Pitch rate (r/s),Yaw rate (r/s),Mass (lb),Motor mass (lb),Longitudinal moment of inertia (lb·ft²),Rotational moment of inertia (lb·ft²),CP location (in),CG location (in),Stability margin calibers (​),Mach number (​),Reynolds number (​),Thrust (N),Drag force (N),Drag coefficient (​),Axial drag coefficient (​),Friction drag coefficient (​),Pressure drag coefficient (​),Base drag coefficient (​),Normal force coefficient (​),Pitch moment coefficient (​),Yaw moment coefficient (​),Side force coefficient (​),Roll moment coefficient (​),Roll forcing coefficient (​),Roll damping coefficient (​),Pitch damping coefficient (​),Coriolis acceleration (G),Reference length (in),Reference area (in²),Vertical orientation (zenith) (°),Lateral orientation (azimuth) (°),Wind velocity (ft/s),Air temperature (°F),Air pressure (mbar),Speed of sound (ft/s),Simulation time step (s),Computation time (s)
220.648,7517.814,-36.352,-0.003,36.353,0.014,478.696,7.62,478.757,0.912,30.717,0.013,35.347,-117.808,0.998,NaN,NaN,NaN,NaN,185.831,0.022,NaN,NaN,NaN,NaN,NaN,0.032,3601204.419,0,822.69,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,NaN,NaN,NaN,NaN,30.451,66.316,701.991,1124.843,0.5,7.488
221.148,7499.639,-36.351,0,36.351,0.01,463.376,7.618,463.439,0.942,30.564,0.01,35.347,-117.808,0.998,NaN,NaN,NaN,NaN,185.831,0.022,NaN,NaN,NaN,NaN,NaN,0.032,3602226.036,0,825.123,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,NaN,NaN,NaN,NaN,30.374,66.409,702.452,1124.946,0.5,7.488
221.599,7483.291,-36.267,0.006,36.337,0.104,449.277,7.617,449.342,0.971,32.064,0.104,35.347,-117.808,0.998,NaN,NaN,NaN,NaN,185.831,0.022,NaN,NaN,NaN,NaN,NaN,0.032,3602071.29,0,834.185,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,NaN,NaN,NaN,NaN,34.319,66.503,702.913,1125.049,0.45,7.488
222.099,7465.144,-36.321,-0.003,36.325,0.027,433.139,7.615,433.206,1.007,32.49,0.027,35.347,-117.808,0.998,NaN,NaN,NaN,NaN,185.831,0.022,NaN,NaN,NaN,NaN,NaN,0.032,3601961.073,0,822.539,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,NaN,NaN,NaN,NaN,33.035,66.587,703.328,1125.141,0.5,7.489
222.349,7456.052,-36.203,0.015,36.531,0.177,425.171,7.615,425.24,1.026,31.07,0.176,35.347,-117.808,0.998,NaN,NaN,NaN,NaN,185.831,0.022,NaN,NaN,NaN,NaN,NaN,0.033,3623632.194,0,849.673,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,NaN,NaN,NaN,NaN,26.18,66.68,703.789,1125.244,0.251,7.49
222.625,7446.062,-36.229,-0.003,36.304,0.085,416.704,7.614,416.774,1.047,30.315,0.085,35.347,-117.808,0.998,NaN,NaN,NaN,NaN,185.831,0.022,NaN,NaN,NaN,NaN,NaN,0.032,3601670.281,0,825.585,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,NaN,NaN,NaN,NaN,27.98,66.726,704.019,1125.296,0.276,7.49
223.125,7427.93,-36.296,-0.004,36.304,0.036,401.693,7.612,401.765,1.086,29.732,0.036,35.347,-117.808,0.998,NaN,NaN,NaN,NaN,185.831,0.022,NaN,NaN,NaN,NaN,NaN,0.032,3602312.402,0,822.088,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,NaN,NaN,NaN,NaN,29,66.778,704.273,1125.352,0.5,7.491
223.625,7409.783,-36.294,0,36.303,0.041,386.992,7.611,387.067,1.127,29.071,0.041,35.347,-117.808,0.998,NaN,NaN,NaN,NaN,185.831,0.022,NaN,NaN,NaN,NaN,NaN,0.032,3603462.74,0,825.851,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,NaN,NaN,NaN,NaN,28.243,66.871,704.733,1125.455,0.5,7.491
224.076,7393.444,-36.132,0.011,36.282,0.154,374.378,7.61,374.456,1.164,26.842,0.154,35.347,-117.808,0.998,NaN,NaN,NaN,NaN,185.831,0.022,NaN,NaN,NaN,NaN,NaN,0.033,3602541.307,0,843.8,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,NaN,NaN,NaN,NaN,23.553,66.964,705.194,1125.558,0.451,7.492
224.29,7385.722,-36.18,-0.007,36.225,0.061,368.6,7.609,368.679,1.183,27.262,0.061,35.347,-117.808,0.998,NaN,NaN,NaN,NaN,185.831,0.022,NaN,NaN,NaN,NaN,NaN,0.032,3598007.616,0,820.887,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,NaN,NaN,NaN,NaN,29.074,67.048,705.608,1125.651,0.214,7.492
224.702,7370.826,-36.174,0,36.269,0.113,357.066,7.608,357.147,1.221,28.765,0.113,35.347,-117.808,0.998,NaN,NaN,NaN,NaN,185.831,0.022,NaN,NaN,NaN,NaN,NaN,0.032,3602835.916,0,830.697,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,NaN,NaN,NaN,NaN,31.378,67.087,705.804,1125.695,0.412,7.493
225.202,7352.721,-36.244,-0.004,36.262,0.055,342.461,7.607,342.546,1.272,29.653,0.055,35.347,-117.808,0.998,NaN,NaN,NaN,NaN,185.831,0.022,NaN,NaN,NaN,NaN,NaN,0.032,3603165.463,0,822.699,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,NaN,NaN,NaN,NaN,30.78,67.164,706.183,1125.779,0.5,7.493
225.657,7336.235,-36.244,0,36.265,0.057,329.162,7.605,329.25,1.324,28.822,0.057,35.347,-117.808,0.998,NaN,NaN,NaN,NaN,185.831,0.022,NaN,NaN,NaN,NaN,NaN,0.032,3604643.108,0,826.379,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,NaN,NaN,NaN,NaN,27.596,67.257,706.642,1125.882,0.455,7.494
225.986,7324.29,-36.219,0.002,36.283,0.084,319.513,7.604,319.604,1.363,29.712,0.084,35.347,-117.808,0.998,NaN,NaN,NaN,NaN,185.831,0.022,NaN,NaN,NaN,NaN,NaN,0.032,3607575.524,0,829.875,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,NaN,NaN,NaN,NaN,31.867,67.342,707.061,1125.975,0.33,7.494
226.486,7306.2,-36.142,0.005,36.221,0.119,304.178,7.603,304.273,1.432,31.631,0.119,35.347,-117.808,0.998,NaN,NaN,NaN,NaN,185.831,0.022,NaN,NaN,NaN,NaN,NaN,0.032,3602179.691,0,834.856,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,NaN,NaN,NaN,NaN,34.024,67.403,707.364,1126.043,0.5,7.495
226.762,7296.216,-36.176,-0.004,36.22,0.065,295.524,7.602,295.622,1.474,31.051,0.065,35.347,-117.808,0.998,NaN,NaN,NaN,NaN,185.831,0.022,NaN,NaN,NaN,NaN,NaN,0.032,3603312.245,0,823.578,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,NaN,NaN,NaN,NaN,29.265,67.496,707.823,1126.145,0.276,7.495
226.924,7290.379,-36.165,0.002,36.324,0.109,290.467,7.602,290.567,1.499,31.618,0.109,35.347,-117.808,0.998,NaN,NaN,NaN,NaN,185.831,0.022,NaN,NaN,NaN,NaN,NaN,0.032,3614258.243,0,831.655,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,NaN,NaN,NaN,NaN,35.004,67.547,708.076,1126.202,0.161,7.496
227.21,7280.042,-36.081,0.009,36.353,0.166,281.2,7.601,281.303,1.548,33.149,0.166,35.347,-117.808,0.998,NaN,NaN,NaN,NaN,185.831,0.022,NaN,NaN,NaN,NaN,NaN,0.033,3617613.617,0,843.888,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,NaN,NaN,NaN,NaN,37.591,67.577,708.225,1126.235,0.286,7.496
227.442,7271.673,-36.139,-0.008,36.159,0.042,273.482,7.6,273.588,1.592,33.458,0.041,35.347,-117.809,0.998,NaN,NaN,NaN,NaN,185.831,0.022,NaN,NaN,NaN,NaN,NaN,0.032,3598957.248,0,819.311,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,NaN,NaN,NaN,NaN,34.664,67.63,708.487,1126.294,0.232,7.497
227.942,7253.583,-36.223,-0.005,36.223,0.008,256.73,7.599,256.842,1.695,33.553,0.006,35.347,-117.809,0.998,NaN,NaN,NaN,NaN,185.831,0.022,NaN,NaN,NaN,NaN,NaN,0.032,3605908.178,0,820.711,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,NaN,NaN,NaN,NaN,33.679,67.673,708.699,1126.341,0.5,7.498
228.442,7235.48,-36.188,0.002,36.214,0.069,240.231,7.597,240.351,1.811,32.442,0.069,35.347,-117.809,0.998,NaN,NaN,NaN,NaN,185.831,0.022,NaN,NaN,NaN,NaN,NaN,0.032,3606171.489,0,828.815,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,NaN,NaN,NaN,NaN,31.056,67.766,709.158,1126.444,0.5,7.498
228.7,7226.164,-35.932,0.031,36.627,0.266,232.133,7.596,232.258,1.874,30.244,0.264,35.347,-117.809,0.998,NaN,NaN,NaN,NaN,185.831,0.022,NaN,NaN,NaN,NaN,NaN,0.033,3648463.617,0,877.999,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,NaN,NaN,NaN,NaN,23.147,67.859,709.618,1126.546,0.258,7.499
229.059,7213.266,-35.895,0.003,36.211,0.196,221.679,7.595,221.809,1.962,27.976,0.196,35.347,-117.809,0.998,NaN,NaN,NaN,NaN,185.831,0.022,NaN,NaN,NaN,NaN,NaN,0.033,3607628.222,0,843.472,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,NaN,NaN,NaN,NaN,23.204,67.907,709.854,1126.599,0.359,7.499
229.549,7195.64,-36.047,-0.01,36.135,0.123,208.444,7.594,208.583,2.086,26.041,0.123,35.347,-117.809,0.998,NaN,NaN,NaN,NaN,185.831,0.022,NaN,NaN,NaN,NaN,NaN,0.032,3600911.521,0,823.327,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,NaN,NaN,NaN,NaN,23.524,67.973,710.182,1126.672,0.49,7.5
230.049,7177.618,-36.04,0,36.139,0.134,195.961,7.593,196.108,2.219,23.892,0.134,35.347,-117.809,0.998,NaN,NaN,NaN,NaN,185.831,0.022,NaN,NaN,NaN,NaN,NaN,0.032,3602496.528,0,832.725,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,NaN,NaN,NaN,NaN,21.224,68.063,710.629,1126.772,0.5,7.5
230.549,7159.57,-36.155,-0.007,36.168,0.049,184.21,7.591,184.366,2.36,23.113,0.048,35.347,-117.809,0.998,NaN,NaN,NaN,NaN,185.831,0.022,NaN,NaN,NaN,NaN,NaN,0.032,3606583.978,0,820.145,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,NaN,NaN,NaN,NaN,22.135,68.156,711.087,1126.874,0.5,7.501
230.764,7151.818,-36.048,0.015,36.451,0.189,179.107,7.591,179.268,2.427,24.411,0.188,35.347,-117.809,0.998,NaN,NaN,NaN,NaN,185.831,0.022,NaN,NaN,NaN,NaN,NaN,0.033,3636046.169,0,852.148,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,NaN,NaN,NaN,NaN,29.821,68.248,711.545,1126.977,0.215,7.501
231.264,7133.818,-35.952,0.006,36.099,0.164,166.241,7.589,166.414,2.614,27.053,0.164,35.347,-117.809,0.998,NaN,NaN,NaN,NaN,185.831,0.022,NaN,NaN,NaN,NaN,NaN,0.032,3601413.906,0,841.033,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,NaN,NaN,NaN,NaN,30.311,68.288,711.742,1127.021,0.5,7.502
231.764,7115.825,-36.02,-0.004,36.108,0.125,152.213,7.588,152.402,2.854,29.061,0.125,35.347,-117.809,0.998,NaN,NaN,NaN,NaN,185.831,0.022,NaN,NaN,NaN,NaN,NaN,0.032,3603450.198,0,828.003,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,NaN,NaN,NaN,NaN,31.573,68.381,712.198,1127.123,0.5,7.502
232.179,7100.863,-36.124,-0.008,36.124,0.008,140.154,7.587,140.359,3.099,29.087,0.002,35.347,-117.809,0.998,NaN,NaN,NaN,NaN,185.831,0.022,NaN,NaN,NaN,NaN,NaN,0.032,3606274.642,0,818.609,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,NaN,NaN,NaN,NaN,29.136,68.473,712.655,1127.225,0.415,7.503
232.488,7089.699,-36.048,0.008,36.226,0.138,130.944,7.586,131.163,3.316,30.458,0.138,35.347,-117.809,0.998,NaN,NaN,NaN,NaN,185.831,0.022,NaN,NaN,NaN,NaN,NaN,0.032,3617385.723,0,839.145,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,NaN,NaN,NaN,NaN,34.04,68.55,713.035,1127.31,0.309,7.504
232.797,7078.569,-36.097,-0.005,36.11,0.037,121.49,7.586,121.726,3.573,30.819,0.036,35.347,-117.809,0.998,NaN,NaN,NaN,NaN,185.831,0.022,NaN,NaN,NaN,NaN,NaN,0.032,3606539.484,0,821.534,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,NaN,NaN,NaN,NaN,31.781,68.607,713.318,1127.373,0.309,7.504
233.116,7067.02,-36.104,-0.001,36.14,0.062,111.733,7.585,111.99,3.883,30.181,0.062,35.347,-117.809,0.998,NaN,NaN,NaN,NaN,185.831,0.022,NaN,NaN,NaN,NaN,NaN,0.032,3610240.245,0,826.048,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,NaN,NaN,NaN,NaN,28.582,68.664,713.601,1127.436,0.32,7.505
233.616,7048.967,-36.107,-0,36.126,0.059,96.881,7.583,97.178,4.476,29.224,0.059,35.347,-117.809,0.998,NaN,NaN,NaN,NaN,185.831,0.022,NaN,NaN,NaN,NaN,NaN,0.032,3609670.014,0,826.376,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,NaN,NaN,NaN,NaN,28.033,68.723,713.894,1127.502,0.5,7.505
233.833,7041.188,-35.845,0.038,36.76,0.295,90.782,7.583,91.098,4.775,27.191,0.292,35.347,-117.809,0.998,NaN,NaN,NaN,NaN,185.831,0.022,NaN,NaN,NaN,NaN,NaN,0.033,3674218.305,0,889.511,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,NaN,NaN,NaN,NaN,19.04,68.816,714.352,1127.604,0.216,7.505
234.016,7034.61,-35.845,-0,36.241,0.178,85.889,7.582,86.223,5.045,26.139,0.178,35.347,-117.809,0.998,NaN,NaN,NaN,NaN,185.831,0.022,NaN,NaN,NaN,NaN,NaN,0.032,3622820.237,0,838.065,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,NaN,NaN,NaN,NaN,20.799,68.856,714.55,1127.648,0.184,7.506
234.193,7028.279,-35.917,-0.013,35.987,0.074,81.313,7.582,81.666,5.327,25.726,0.073,35.347,-117.809,0.998,NaN,NaN,NaN,NaN,185.831,0.022,NaN,NaN,NaN,NaN,NaN,0.032,3597810.559,0,816.799,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,NaN,NaN,NaN,NaN,23.495,68.89,714.717,1127.685,0.176,7.506
234.327,7023.459,-35.958,-0.009,36.011,0.062,77.845,7.581,78.213,5.563,25.99,0.061,35.347,-117.809,0.998,NaN,NaN,NaN,NaN,185.831,0.022,NaN,NaN,NaN,NaN,NaN,0.032,3600700.765,0,818.923,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,NaN,NaN,NaN,NaN,27.957,68.922,714.877,1127.721,0.134,7.507
234.827,7005.449,-36.081,-0.008,36.095,0.05,64.65,7.58,65.093,6.687,26.79,0.05,35.347,-117.809,0.998,NaN,NaN,NaN,NaN,185.831,0.022,NaN,NaN,NaN,NaN,NaN,0.032,3609353.903,0,819.778,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,NaN,NaN,NaN,NaN,27.799,68.947,715,1127.749,0.5,7.507
235.226,6991.059,-36.063,0.001,36.108,0.078,54.162,7.579,54.689,7.966,25.791,0.078,35.347,-117.809,0.998,NaN,NaN,NaN,NaN,185.831,0.022,NaN,NaN,NaN,NaN,NaN,0.032,3611897.066,0,828.667,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,NaN,NaN,NaN,NaN,23.987,69.04,715.457,1127.851,0.399,7.508
235.505,6980.99,-36.063,0,36.11,0.068,46.875,7.578,47.484,9.184,26.401,0.068,35.347,-117.809,0.998,NaN,NaN,NaN,NaN,185.831,0.022,NaN,NaN,NaN,NaN,NaN,0.032,3612995.477,0,827.035,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,NaN,NaN,NaN,NaN,28.25,69.113,715.822,1127.932,0.279,7.508
236.005,6962.954,-36.082,-0.001,36.091,0.041,33.511,7.577,34.357,12.741,27.057,0.041,35.347,-117.809,0.998,NaN,NaN,NaN,NaN,185.831,0.022,NaN,NaN,NaN,NaN,NaN,0.032,3611756.364,0,824.78,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,NaN,NaN,NaN,NaN,27.88,69.165,716.078,1127.989,0.5,7.508
236.298,6952.405,-35.883,0.021,36.308,0.214,25.284,7.576,26.395,16.68,29.068,0.213,35.347,-117.809,0.998,NaN,NaN,NaN,NaN,185.831,0.022,NaN,NaN,NaN,NaN,NaN,0.033,3634638.851,0,860.784,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,NaN,NaN,NaN,NaN,34.61,69.258,716.535,1128.092,0.293,7.509
236.57,6942.645,-35.931,-0.006,36.05,0.107,17.256,7.576,18.846,23.702,30,0.107,35.347,-117.809,0.998,NaN,NaN,NaN,NaN,185.831,0.022,NaN,NaN,NaN,NaN,NaN,0.032,3609470.597,0,825.211,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,NaN,NaN,NaN,NaN,32.924,69.312,716.803,1128.151,0.272,7.509
237.07,6924.696,-35.865,0.004,36.003,0.159,1.617,7.574,7.745,77.949,32.557,0.159,35.347,-117.809,0.998,NaN,NaN,NaN,NaN,185.831,0.022,NaN,NaN,NaN,NaN,NaN,0.032,3605409.071,0,838.809,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,NaN,NaN,NaN,NaN,35.703,69.362,717.051,1128.207,0.5,7.51
237.371,6913.876,-35.976,-0.011,35.977,0.015,-8.176,7.573,11.144,137.19,32.463,0.01,35.347,-117.809,0.998,NaN,NaN,NaN,NaN,185.831,0.022,NaN,NaN,NaN,NaN,NaN,0.032,3603942.776,0,815.653,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,NaN,NaN,NaN,NaN,32.212,69.454,717.507,1128.308,0.301,7.51
237.849,6896.688,-36.013,-0.002,36.045,0.073,-23.408,7.572,24.602,162.075,31.337,0.073,35.347,-117.81,0.998,NaN,NaN,NaN,NaN,185.831,0.022,NaN,NaN,NaN,NaN,NaN,0.032,3611469.416,0,825.278,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,NaN,NaN,NaN,NaN,29.82,69.51,717.781,1128.37,0.478,7.511
238.349,6878.692,-35.974,0.002,36.03,0.101,-38.671,7.571,39.405,168.923,29.715,0.101,35.347,-117.81,0.998,NaN,NaN,NaN,NaN,185.831,0.022,NaN,NaN,NaN,NaN,NaN,0.032,3611060.24,0,831.232,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,NaN,NaN,NaN,NaN,27.713,69.598,718.217,1128.467,0.5,7.511
238.495,6873.432,-35.86,0.024,36.64,0.248,-43.108,7.57,43.767,170.04,30.878,0.247,35.347,-117.81,0.998,NaN,NaN,NaN,NaN,185.831,0.022,NaN,NaN,NaN,NaN,NaN,0.033,3673450.084,0,869.384,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,NaN,NaN,NaN,NaN,38.4,69.69,718.674,1128.569,0.146,7.511
238.73,6865.029,-35.812,0.006,36.192,0.186,-50.512,7.57,51.076,171.477,32.278,0.186,35.347,-117.81,0.998,NaN,NaN,NaN,NaN,185.831,0.022,NaN,NaN,NaN,NaN,NaN,0.032,3628888.097,0,844.321,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,NaN,NaN,NaN,NaN,37.509,69.717,718.808,1128.599,0.234,7.512
238.847,6860.809,-35.861,-0.013,35.865,0.021,-54.31,7.569,54.834,172.066,32.215,0.017,35.347,-117.81,0.998,NaN,NaN,NaN,NaN,185.831,0.022,NaN,NaN,NaN,NaN,NaN,0.032,3596557.14,0,814.652,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,NaN,NaN,NaN,NaN,31.681,69.76,719.021,1128.647,0.118,7.512
238.965,6856.593,-35.873,-0.003,36.074,0.118,-58.07,7.569,58.562,172.574,31.768,0.118,35.347,-117.81,0.998,NaN,NaN,NaN,NaN,185.831,0.022,NaN,NaN,NaN,NaN,NaN,0.032,3617863.766,0,828.218,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,NaN,NaN,NaN,NaN,27.958,69.782,719.128,1128.671,0.118,7.513
239.16,6849.598,-35.921,-0.008,35.961,0.057,-64.226,7.568,64.67,173.279,31.411,0.057,35.347,-117.81,0.998,NaN,NaN,NaN,NaN,185.831,0.022,NaN,NaN,NaN,NaN,NaN,0.032,3606779.835,0,820.026,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,NaN,NaN,NaN,NaN,29.712,69.804,719.235,1128.695,0.195,7.513
239.66,6831.622,-35.984,-0.004,36.012,0.072,-79.642,7.567,80.001,174.573,30.254,0.072,35.347,-117.81,0.998,NaN,NaN,NaN,NaN,185.831,0.022,NaN,NaN,NaN,NaN,NaN,0.032,3612388.698,0,823.966,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,NaN,NaN,NaN,NaN,28.818,69.84,719.413,1128.734,0.5,7.513
240.16,6813.625,-36.006,-0.001,36.019,0.049,-94.571,7.565,94.873,175.426,29.46,0.049,35.347,-117.81,0.998,NaN,NaN,NaN,NaN,185.831,0.022,NaN,NaN,NaN,NaN,NaN,0.032,3614197.13,0,824.956,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,NaN,NaN,NaN,NaN,28.476,69.932,719.869,1128.836,0.5,7.514
240.66,6795.653,-35.882,0.008,35.976,0.133,-108.768,7.564,109.03,176.022,27.327,0.133,35.347,-117.81,0.998,NaN,NaN,NaN,NaN,185.831,0.022,NaN,NaN,NaN,NaN,NaN,0.032,3611080.043,0,838.608,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,NaN,NaN,NaN,NaN,24.719,70.024,720.326,1128.938,0.5,7.514
240.961,6784.82,-35.946,-0.007,35.959,0.036,-117.062,7.563,117.307,176.303,27.675,0.036,35.347,-117.81,0.998,NaN,NaN,NaN,NaN,185.831,0.022,NaN,NaN,NaN,NaN,NaN,0.032,3610491.956,0,820.113,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,NaN,NaN,NaN,NaN,28.63,70.116,720.782,1129.04,0.302,7.515
241.248,6774.511,-35.887,0.006,36.085,0.142,-125.195,7.562,125.423,176.543,28.989,0.142,35.347,-117.81,0.998,NaN,NaN,NaN,NaN,185.831,0.022,NaN,NaN,NaN,NaN,NaN,0.032,3623849.333,0,838.719,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,NaN,NaN,NaN,NaN,32.768,70.172,721.057,1129.102,0.287,7.515
241.748,6756.556,-35.932,-0.003,35.973,0.086,-140.034,7.561,140.238,176.909,30.369,0.086,35.347,-117.81,0.998,NaN,NaN,NaN,NaN,185.831,0.022,NaN,NaN,NaN,NaN,NaN,0.032,3613247.401,0,825.806,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,NaN,NaN,NaN,NaN,32.086,70.225,721.319,1129.16,0.5,7.515
242.055,6745.546,-35.935,-0,35.996,0.081,-149.217,7.56,149.409,177.1,29.574,0.081,35.347,-117.81,0.998,NaN,NaN,NaN,NaN,185.831,0.022,NaN,NaN,NaN,NaN,NaN,0.032,3616763.318,0,827.491,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,NaN,NaN,NaN,NaN,27.471,70.317,721.774,1129.262,0.306,7.517
242.555,6727.57,-35.971,-0.002,35.98,0.042,-163.837,7.559,164.011,177.359,28.904,0.042,35.347,-117.81,0.998,NaN,NaN,NaN,NaN,185.831,0.022,NaN,NaN,NaN,NaN,NaN,0.032,3615854.94,0,823.946,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,NaN,NaN,NaN,NaN,28.076,70.374,722.054,1129.324,0.5,7.517
